Sample ID	Sample Name	Input Type	Files	Genus	Species	Strain	Gram	Metadata
1328443.3	Escherichia coli BIDMC 19A	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328443.3.fna					;genome_taxa:1328443;isolation_site:;isolation_source:bronchioalveolar lavage; Bronchoalveolar lavage;collection_date:10/1/10;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:;ceftazidime:;cefepime:R;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328444.3	Escherichia coli BIDMC 19B	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328444.3.fna					;genome_taxa:1328444;isolation_site:;isolation_source:Urine;collection_date:10/1/10;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:;ceftazidime:;cefepime:R;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328445.3	Escherichia coli BIDMC 19C	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328445.3.fna					;genome_taxa:1328445;isolation_site:;isolation_source:Urine;collection_date:9/1/10;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:;ceftazidime:;cefepime:R;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328446.3	Escherichia coli BIDMC 20A	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328446.3.fna					;genome_taxa:1328446;isolation_site:;isolation_source:Urine;collection_date:4/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:;ceftazidime:;cefepime:S;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328447.3	Escherichia coli BIDMC 20B	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328447.3.fna					;genome_taxa:1328447;isolation_site:;isolation_source:Urine;collection_date:5/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:;ceftazidime:;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328448.3	Escherichia coli BIDMC 37	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328448.3.fna					;genome_taxa:1328448;isolation_site:;isolation_source:Missing; Blood;collection_date:9/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328449.3	Escherichia coli BIDMC 38	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328449.3.fna					;genome_taxa:1328449;isolation_site:;isolation_source:Missing; Blood;collection_date:8/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1328450.3	Escherichia coli BIDMC 39	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1328450.3.fna					;genome_taxa:1328450;isolation_site:;isolation_source:Missing; Blood;collection_date:8/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1400156.3	Escherichia coli BIDMC 43a	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1400156.3.fna					;genome_taxa:1400156;isolation_site:;isolation_source:Blood culture;collection_date:12/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:R;ceftriaxone:R;tobramycin:S;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:R;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:S;cephalothin:;colistin:;aztreonam:R;amoxicillin/clavulanic acid:;doripenem:;doxycycline:S;polymyxin B:;minocycline:S;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1400157.3	Escherichia coli BIDMC 43b	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1400157.3.fna					;genome_taxa:1400157;isolation_site:;isolation_source:Blood culture;collection_date:12/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:S;ampicillin/sulbactam:R;ceftazidime:;cefepime:S;piperacillin/tazobactam:R;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:R;amoxicillin/clavulanic acid:;doripenem:S;doxycycline:S;polymyxin B:;minocycline:S;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1400158.3	Escherichia coli BIDMC 49a	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1400158.3.fna					;genome_taxa:1400158;isolation_site:;isolation_source:Blood culture;collection_date:12/1/12;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438668.3	Escherichia coli BIDMC 58	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438668.3.fna					;genome_taxa:1438668;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:S;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:R;polymyxin B:;minocycline:R;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438669.3	Escherichia coli BIDMC 59	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438669.3.fna					;genome_taxa:1438669;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438670.3	Escherichia coli BIDMC 62	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438670.3.fna					;genome_taxa:1438670;isolation_site:;isolation_source:BRONCHOALVEOLAR LAVA;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:S;cephalothin:;colistin:S;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:R;polymyxin B:;minocycline:R;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438671.3	Escherichia coli BIDMC 63	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438671.3.fna					;genome_taxa:1438671;isolation_site:;isolation_source:SWAB;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438672.3	Escherichia coli BIDMC 64	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438672.3.fna					;genome_taxa:1438672;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:S;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:S;polymyxin B:;minocycline:S;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438673.3	Escherichia coli BIDMC 65	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438673.3.fna					;genome_taxa:1438673;isolation_site:;isolation_source:ABSCESS;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
